"player","g","pa","ab","r","h","x2b","x3b","hr","tb","rbi","sb","cs","sh","sf","bb","ibb","hp","so","gdp","avg","slg","obp","team","year"
"Wakiya, Ryota",118,272,235,32,69,13,1,3,93,22,4,2,8,1,27,0,1,47,3,0.294,0.396,0.367,"l",2015
"Watanabe, Naoto",83,188,158,20,43,7,1,0,52,23,1,0,10,1,14,0,5,26,2,0.272,0.329,0.348,"l",2015
"Yamakawa, Hotaka",1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,"l",2015
"Yoneno, Tomohito",2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"l",2015
"Aiuchi, Makoto",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2016
"Akiyama, Shogo",143,671,578,98,171,32,4,11,244,62,18,6,0,6,77,2,10,103,2,0.296,0.422,0.385,"l",2016
"Asamura, Hideto",143,611,557,73,172,40,0,24,284,82,8,6,3,6,38,0,7,108,18,0.309,0.51,0.357,"l",2016
"Fujiwara, Ryohei",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2016
"Honda, Keisuke",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2016
"Iwao, Toshihiro",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2016
"Kaneko, Yuji",129,520,460,64,122,12,3,1,143,33,53,17,13,1,40,0,6,69,5,0.265,0.311,0.331,"l",2016
"Kikuchi, Yusei",22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"l",2016
"Kimura, Fumikazu",28,35,30,4,5,1,0,0,6,2,1,0,3,0,2,0,0,12,0,0.167,0.2,0.219,"l",2016
"Kimura, Shogo",38,108,95,7,21,2,1,0,25,5,3,0,5,2,6,0,0,22,2,0.221,0.263,0.262,"l",2016
"Kishi, Takayuki",19,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2016
"Koishi, Hirotaka",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2016
"Kokuba, Tsubasa",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2016
"Kumashiro, Masato",28,9,6,2,1,0,0,0,1,0,0,1,2,0,1,0,0,2,0,0.167,0.167,0.286,"l",2016
"Kuo, Chun-Lin",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2016
"Kuriyama, Takumi",135,569,477,52,133,30,2,3,176,41,0,0,0,3,83,0,6,87,9,0.279,0.369,0.39,"l",2016
"Lee, Chen-Chang",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2016
"Makita, Kazuhisa",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2016
"Masuda, Tatsushi",53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2016
"Matsumoto, Naoaki",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2016
"Mejia, Ernesto",137,583,511,73,129,26,0,35,260,103,1,1,0,7,59,4,6,148,15,0.252,0.509,0.333,"l",2016
"Minamikawa, Tadasuke",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2016
"Mizuguchi, Daichi",20,6,6,5,3,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5,"l",2016
"Mori, Tomoya",107,392,349,43,102,20,0,10,152,46,1,1,0,1,42,0,0,96,3,0.292,0.436,0.367,"l",2016
"Nagae, Kyohei",74,84,74,5,12,1,0,0,13,3,1,2,4,1,5,0,0,24,1,0.162,0.176,0.213,"l",2016
"Nakamura, Takeya",108,432,387,45,92,14,2,21,173,61,2,1,0,2,40,1,3,125,9,0.238,0.447,0.313,"l",2016
"Nakazaki, Yuta",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2016
"Noda, Shogo",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2016
"Nogami, Ryoma",22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2016
"Oishi, Tatsuya",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2016
"Okada, Masatoshi",47,79,66,3,15,0,0,0,15,5,0,0,2,0,9,0,2,18,2,0.227,0.227,0.338,"l",2016
"Okamoto, Atsushi",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2016
"Okamoto, Yosuke",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2016
"Onizaki, Yuji",79,216,190,30,48,8,2,1,63,17,1,0,9,0,17,0,0,53,0,0.253,0.332,0.314,"l",2016
"Osaki, Yutaro",4,6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.167,"l",2016
"Paulino, Felipe",9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"l",2016
"Saito, Shogo",45,13,12,7,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0.077,"l",2016
"Sakata, Ryo",45,161,151,16,37,8,1,3,56,26,0,0,0,2,8,0,0,22,5,0.245,0.371,0.28,"l",2016
"Sano, Yasuo",15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2016
"Sato, Isamu",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2016
"Sumitani, Ginjiro",117,326,294,19,64,10,1,1,79,22,0,1,19,0,13,0,0,48,12,0.218,0.269,0.251,"l",2016
"Takahashi, Kona",22,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"l",2016
"Takahashi, Tomomi",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2016
"Takehara, Naotaka",22,31,30,2,6,1,0,1,10,6,0,0,0,0,1,0,0,4,1,0.2,0.333,0.226,"l",2016
"Takekuma, Shota",64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2016
"Tashiro, Shotaro",13,5,4,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.25,0.25,0.25,"l",2016
"Tawata, Shinsaburo",18,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"l",2016
"Togame, Ken",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2016
"Tonosaki, Shuta",37,57,51,8,9,0,0,2,15,5,6,0,3,0,3,0,0,11,1,0.176,0.294,0.222,"l",2016
"Toyoda, Takuya",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2016
"Uemoto, Tatsuyuki",67,98,88,7,27,4,0,1,34,12,0,1,1,1,8,0,0,23,2,0.307,0.386,0.361,"l",2016
"Van Hekken, Andy",10,4,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0.333,0.333,0.333,"l",2016
"Vasquez, Esmerling",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2016
"Watanabe, Naoto",70,207,181,18,56,3,2,0,63,16,1,0,11,2,10,0,3,20,5,0.309,0.348,0.352,"l",2016
"Wolfe, Brian",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2016
"Wu, Nien Ting",43,142,124,12,24,3,1,0,29,11,1,0,0,2,14,0,2,25,4,0.194,0.234,0.282,"l",2016
"Yamakawa, Hotaka",49,157,139,24,36,4,0,14,82,32,0,0,2,0,15,0,1,36,1,0.259,0.59,0.335,"l",2016
"Aiuchi, Makoto",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2017
"Akiyama, Shogo",143,659,575,106,185,38,5,25,308,89,16,5,0,7,72,1,5,97,4,0.322,0.536,0.398,"l",2017
"Asamura, Hideto",143,633,574,78,167,34,1,19,260,99,5,1,1,6,44,0,8,96,17,0.291,0.453,0.347,"l",2017
"Candelario, Alexis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2017
"Fife, Stephen",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2017
"Fujiwara, Ryohei",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2017
"Fukukura, Kentaro",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2017
"Garces, Frank",18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2017
"Genda, Sosuke",143,647,575,85,155,18,10,3,202,57,37,10,26,4,36,0,6,100,5,0.27,0.351,0.317,"l",2017
"Hirai, Katsunori",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2017
"Honda, Keisuke",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2017
"Kaneko, Yuji",90,320,283,43,77,17,2,5,113,34,25,8,5,4,27,0,1,49,5,0.272,0.399,0.333,"l",2017
"Kikuchi, Yusei",26,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.2,0.2,0.2,"l",2017
"Kimura, Fumikazu",105,203,184,26,37,5,1,2,50,13,7,4,4,1,13,0,1,53,5,0.201,0.272,0.256,"l",2017
"Kimura, Shogo",3,7,6,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0.167,0.167,0.286,"l",2017
"Koishi, Hirotaka",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2017
"Kuriyama, Takumi",116,374,333,28,84,13,0,9,124,46,0,0,4,7,27,0,3,64,10,0.252,0.372,0.308,"l",2017
"Makita, Kazuhisa",58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2017
"Masuda, Tatsushi",57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2017
"Mejia, Ernesto",113,388,345,34,83,18,0,19,158,53,1,0,0,2,37,0,4,100,7,0.241,0.458,0.32,"l",2017
"Minamikawa, Tadasuke",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2017
"Mizuguchi, Daichi",56,51,50,17,14,3,0,0,17,4,5,4,0,0,1,0,0,6,1,0.28,0.34,0.294,"l",2017
"Mori, Tomoya",38,145,124,16,42,8,3,2,62,18,3,1,0,0,21,0,0,24,4,0.339,0.5,0.434,"l",2017
"Nagae, Kyohei",25,19,17,3,4,1,0,1,8,4,0,0,2,0,0,0,0,5,0,0.235,0.471,0.235,"l",2017
"Nakamura, Takeya",115,486,415,69,90,14,0,27,185,79,1,0,0,6,61,1,4,118,12,0.217,0.446,0.319,"l",2017
"Nakatsuka, Shunta",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2017
"Noda, Shogo",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2017
"Nogami, Ryoma",24,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"l",2017
"Oishi, Tatsuya",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2017
"Okada, Masatoshi",68,172,144,19,33,6,1,0,41,9,0,0,12,0,10,1,6,28,1,0.229,0.285,0.306,"l",2017
"Okamoto, Yosuke",14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"l",2017
"Saito, Shogo",10,8,8,2,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0.125,0.125,0.125,"l",2017
"Sakata, Ryo",11,19,16,2,7,0,0,2,13,4,0,0,0,0,3,0,0,8,0,0.438,0.813,0.526,"l",2017
"Sano, Yasuo",6,3,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,"l",2017
"Schlitter, Brian",64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2017
"Sumitani, Ginjiro",104,310,267,32,67,11,0,5,93,30,2,1,23,4,8,0,8,45,6,0.251,0.348,0.289,"l",2017
"Takahashi, Kona",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2017
"Takahashi, Tomomi",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2017
"Takeda, Aito",9,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0.167,"l",2017
"Takekuma, Shota",58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2017
"Tamura, Ichiro",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2017
"Tashiro, Shotaro",38,62,56,8,4,0,1,1,9,5,3,2,0,0,5,0,1,16,1,0.071,0.161,0.161,"l",2017
"Tawata, Shinsaburo",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2017
"Togame, Ken",20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"l",2017
"Tonosaki, Shuta",135,489,438,65,113,22,3,10,171,48,23,3,10,3,33,0,5,109,4,0.258,0.39,0.315,"l",2017
"Uemoto, Tatsuyuki",11,11,10,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0.1,0.1,0.182,"l",2017
"Watanabe, Naoto",32,79,68,3,16,7,0,0,23,3,0,0,4,0,7,0,0,14,2,0.235,0.338,0.307,"l",2017
"Wolfe, Brian",23,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,"l",2017
"Wu, Nien-Ting",15,44,39,5,9,2,1,0,13,4,1,0,0,1,4,0,0,8,2,0.231,0.333,0.295,"l",2017
"Yamakawa, Hotaka",78,293,242,46,72,19,0,23,160,61,0,1,0,0,46,1,5,72,7,0.298,0.661,0.42,"l",2017
"Aiuchi, Makoto",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2018
"Akiyama, Shogo",143,685,603,107,195,39,8,24,322,82,15,10,0,1,77,4,4,96,3,0.323,0.534,0.403,"l",2018
"Asamura, Hideto",143,640,565,104,175,27,0,32,298,127,4,2,0,5,68,4,2,105,18,0.31,0.527,0.383,"l",2018
"Castillo, Fabio",20,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,"l",2018
"Enokida, Daiki",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2018
"Genda, Sosuke",143,666,594,92,165,27,9,4,222,57,34,8,14,6,48,0,4,101,7,0.278,0.374,0.333,"l",2018
"Heath, Deunte",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2018
"Hirai, Katsunori",64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2018
"Honda, Keisuke",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2018
"Imai, Tatsuya",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2018
"Ito, Sho",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2018
"Kaneko, Kazuki",6,14,14,3,5,1,0,1,9,2,0,1,0,0,0,0,0,3,1,0.357,0.643,0.357,"l",2018
"Kaneko, Yuji",111,356,310,50,69,7,3,1,85,34,32,11,6,3,34,0,3,53,5,0.223,0.274,0.303,"l",2018
"Kikuchi, Yusei",23,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"l",2018
"Kimura, Fumikazu",75,120,104,18,27,5,1,3,43,12,7,3,5,0,10,0,1,33,0,0.26,0.413,0.33,"l",2018
"Koishi, Hirotaka",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2018
"Kumashiro, Masato",25,10,9,6,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0.1,"l",2018
"Kuo, Chun-Lin",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2018
"Kuriyama, Takumi",114,363,305,32,78,18,1,8,122,52,1,0,0,3,52,2,3,78,5,0.256,0.4,0.366,"l",2018
"Martin, Kyle",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2018
"Masuda, Tatsushi",41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2018
"Matsui, Kazuo",30,41,39,8,6,1,0,0,7,2,1,0,0,0,2,0,0,10,1,0.154,0.179,0.195,"l",2018
"Matsumoto, Naoaki",24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"l",2018
"Mejia, Ernesto",82,234,212,20,45,7,0,9,79,21,0,0,0,1,18,0,3,62,3,0.212,0.373,0.282,"l",2018
"Minamikawa, Tadasuke",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2018
"Mizuguchi, Daichi",10,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"l",2018
"Mori, Tomoya",136,552,473,67,130,34,2,16,216,80,7,2,0,7,70,2,2,105,3,0.275,0.457,0.366,"l",2018
"Nagae, Kyohei",4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2018
"Nakamura, Takeya",97,392,355,53,94,14,1,28,194,74,1,0,0,2,33,0,2,112,11,0.265,0.546,0.329,"l",2018
"Nakatsuka, Shunta",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2018
"Noda, Shogo",58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2018
"Ogawa, Ryuya",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2018
"Oishi, Tatsuya",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2018
"Okada, Masatoshi",52,108,92,10,25,3,0,3,37,7,0,1,7,1,7,0,1,17,3,0.272,0.402,0.327,"l",2018
"Saito, Hiromasa",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2018
"Saito, Shogo",59,104,87,20,21,5,0,1,29,8,4,1,4,1,8,0,4,28,2,0.241,0.333,0.33,"l",2018
"Sano, Yasuo",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2018
"Sumitani, Ginjiro",47,135,129,10,32,8,0,0,40,9,0,0,3,0,2,0,1,30,3,0.248,0.31,0.265,"l",2018
"Takagi, Hayato",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2018
"Takahashi, Kona",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2018
"Takahashi, Tomomi",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2018
"Takeda, Aito",2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"l",2018
"Takekuma, Shota",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2018
"Tamura, Ichiro",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2018
"Tawata, Shinsaburo",26,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"l",2018
"Togame, Ken",22,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,"l",2018
"Tonosaki, Shuta",119,510,453,70,130,24,3,18,214,67,25,9,6,1,47,0,3,102,9,0.287,0.472,0.357,"l",2018
"Toyoda, Takuya",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2018
"Wagner, Neil",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2018
"Wolfe, Brian",14,6,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,"l",2018
"Wu, Nien-Ting",8,11,11,1,1,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0.091,0.091,0.091,"l",2018
"Yamada, Haruka",14,19,17,1,1,0,0,1,4,2,0,0,0,0,1,0,1,6,0,0.059,0.235,0.158,"l",2018
"Yamakawa, Hotaka",143,647,541,115,152,24,1,47,319,124,0,0,0,2,88,2,16,138,5,0.281,0.59,0.396,"l",2018
"Aiuchi, Makoto",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2019
"Akiyama, Shogo",143,678,590,112,179,31,4,20,278,62,12,8,0,1,78,2,9,108,8,0.303,0.471,0.392,"l",2019
"Awatsu, Kaito",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2019
"Enokida, Daiki",13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2019
"Genda, Sosuke",135,609,540,90,148,23,6,2,189,41,30,9,25,3,40,0,1,67,9,0.274,0.35,0.324,"l",2019
"Heath, Deunte",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2019
"Hirai, Katsunori",81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"l",2019
"Honda, Keisuke",16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2019
"Imai, Tatsuya",23,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"l",2019
"Ito, Sho",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2019
"Kaneko, Yuji",133,524,463,60,116,8,1,3,135,33,41,10,6,3,49,1,3,81,3,0.251,0.292,0.324,"l",2019
"Kimura, Fumikazu",130,441,391,46,86,12,3,10,134,38,16,9,15,6,24,0,5,101,3,0.22,0.343,0.27,"l",2019
"Koishi, Hirotaka",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2019
"Kokuba, Tsubasa",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2019
"Komazuki, Hitoto",7,7,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.143,0.143,0.143,"l",2019
"Kumashiro, Masato",33,17,15,5,4,1,0,0,5,0,2,1,1,0,1,0,0,5,0,0.267,0.333,0.313,"l",2019
"Kuo, Chun-Lin",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2019
"Kuriyama, Takumi",123,466,409,35,103,21,0,7,145,54,0,0,3,3,48,2,3,100,13,0.252,0.355,0.333,"l",2019
"Liao, Jen-Lei",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2019
"Martin, Kyle",41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2019
"Masuda, Tatsushi",65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2019
"Matsumoto, Naoaki",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2019
"Matsumoto, Wataru",16,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,"l",2019
"Mejia, Ernesto",75,147,128,13,27,9,0,6,54,31,0,0,0,4,15,0,0,46,2,0.211,0.422,0.286,"l",2019
"Minamikawa, Tadasuke",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2019
"Mizuguchi, Daichi",20,11,10,5,0,0,0,0,0,0,2,0,0,0,1,0,0,4,0,0,0,0.091,"l",2019
"Mori, Tomoya",135,573,492,96,162,34,2,23,269,105,3,2,1,6,72,3,2,89,9,0.329,0.547,0.413,"l",2019
"Moriwaki, Ryosuke",29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"l",2019
"Nagae, Kyohei",27,26,21,4,2,1,0,0,3,1,1,1,1,0,4,0,0,12,0,0.095,0.143,0.24,"l",2019
"Nakamura, Takeya",135,557,496,69,142,30,0,30,262,123,2,1,0,3,54,5,4,123,12,0.286,0.528,0.359,"l",2019
"Nakata, Shota",2,9,8,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0.125,0.125,0.125,"l",2019
"Neal, Zach",17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2019
"Noda, Shogo",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2019
"Ogawa, Ryuya",55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2019
"Oishi, Tatsuya",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2019
"Okada, Masatoshi",36,78,61,8,16,3,1,1,24,7,0,0,6,0,9,0,2,12,1,0.262,0.393,0.375,"l",2019
"Saito, Hiromasa",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2019
"Saito, Shogo",3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"l",2019
"Sano, Yasuo",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2019
"Sato, Ryusei",52,63,59,6,13,6,0,2,25,7,0,0,1,0,3,0,0,14,1,0.22,0.424,0.258,"l",2019
"Suzuki, Shohei",16,28,26,4,4,0,0,0,4,1,1,1,1,0,1,0,0,6,1,0.154,0.154,0.185,"l",2019
"Taira, Kaima",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2019
"Takagi, Hayato",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2019
"Takagi, Wataru",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2019
"Takahashi, Kona",21,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,"l",2019
"Takeda, Aito",42,57,53,7,8,1,0,0,9,3,0,0,1,0,3,2,0,11,2,0.151,0.17,0.196,"l",2019
"Takekuma, Shota",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2019
"Tamura, Ichiro",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2019
"Tawata, Shinsaburo",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"l",2019
"Togame, Ken",19,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"l",2019
"Togawa, Daisuke",10,25,23,3,4,1,0,1,8,1,0,1,0,0,2,0,0,4,0,0.174,0.348,0.24,"l",2019
